River: SAN
Station: RZUCHOW
Country: PL
Latitude (DD):       50.24697
Longitude (DD):      22.50195
Catchment area (km²):      12163.94
Altitude (m ASL):        -999.00

2023-01-01;--:--;    155.000
2023-01-02;--:--;    144.000
2023-01-03;--:--;    137.000
2023-01-04;--:--;    131.000
2023-01-05;--:--;    125.000
2023-01-06;--:--;    125.000
2023-01-07;--:--;    137.000
2023-01-08;--:--;    148.000
2023-01-09;--:--;    148.000
2023-01-10;--:--;    145.000
2023-01-11;--:--;    156.000
2023-01-12;--:--;    167.000
2023-01-13;--:--;    152.000
2023-01-14;--:--;    137.000
2023-01-15;--:--;    128.000
2023-01-16;--:--;    128.000
2023-01-17;--:--;    154.000
2023-01-18;--:--;    163.000
2023-01-19;--:--;    220.000
2023-01-20;--:--;    307.000
2023-01-21;--:--;    366.000
2023-01-22;--:--;    391.000
2023-01-23;--:--;    360.000
2023-01-24;--:--;    293.000
2023-01-25;--:--;    274.000
2023-01-26;--:--;    252.000
2023-01-27;--:--;    227.000
2023-01-28;--:--;    203.000
2023-01-29;--:--;    184.000
2023-01-30;--:--;    167.000
2023-01-31;--:--;    158.000
2023-02-01;--:--;    153.000
2023-02-02;--:--;    157.000
2023-02-03;--:--;    176.000
2023-02-04;--:--;    190.000
2023-02-05;--:--;    192.000
2023-02-06;--:--;    172.000
2023-02-07;--:--;    159.000
2023-02-08;--:--;    147.000
2023-02-09;--:--;    136.000
2023-02-10;--:--;    113.000
2023-02-11;--:--;    116.000
2023-02-12;--:--;    117.000
2023-02-13;--:--;    114.000
2023-02-14;--:--;    118.000
2023-02-15;--:--;    138.000
2023-02-16;--:--;    162.000
2023-02-17;--:--;    169.000
2023-02-18;--:--;    184.000
2023-02-19;--:--;    356.000
2023-02-20;--:--;    627.000
2023-02-21;--:--;    549.000
2023-02-22;--:--;    410.000
2023-02-23;--:--;    397.000
2023-02-24;--:--;    298.000
2023-02-25;--:--;    274.000
2023-02-26;--:--;    326.000
2023-02-27;--:--;    319.000
2023-02-28;--:--;    255.000
2023-03-01;--:--;    218.000
2023-03-02;--:--;    192.000
2023-03-03;--:--;    177.000
2023-03-04;--:--;    168.000
2023-03-05;--:--;    161.000
2023-03-06;--:--;    152.000
2023-03-07;--:--;    148.000
2023-03-08;--:--;    146.000
2023-03-09;--:--;    140.000
2023-03-10;--:--;    142.000
2023-03-11;--:--;    150.000
2023-03-12;--:--;    180.000
2023-03-13;--:--;    274.000
2023-03-14;--:--;    218.000
2023-03-15;--:--;    186.000
2023-03-16;--:--;    170.000
2023-03-17;--:--;    185.000
2023-03-18;--:--;    173.000
2023-03-19;--:--;    155.000
2023-03-20;--:--;    143.000
2023-03-21;--:--;    140.000
2023-03-22;--:--;    139.000
2023-03-23;--:--;    141.000
2023-03-24;--:--;    140.000
2023-03-25;--:--;    136.000
2023-03-26;--:--;    150.000
2023-03-27;--:--;    194.000
2023-03-28;--:--;    290.000
2023-03-29;--:--;    381.000
2023-03-30;--:--;    306.000
2023-03-31;--:--;    337.000
2023-04-01;--:--;    239.000
2023-04-02;--:--;    226.000
2023-04-03;--:--;    258.000
2023-04-04;--:--;    255.000
2023-04-05;--:--;    239.000
2023-04-06;--:--;    227.000
2023-04-07;--:--;    188.000
2023-04-08;--:--;    197.000
2023-04-09;--:--;    212.000
2023-04-10;--:--;    212.000
2023-04-11;--:--;    210.000
2023-04-12;--:--;    211.000
2023-04-13;--:--;    204.000
2023-04-14;--:--;    188.000
2023-04-15;--:--;    176.000
2023-04-16;--:--;    182.000
2023-04-17;--:--;    186.000
2023-04-18;--:--;    180.000
2023-04-19;--:--;    168.000
2023-04-20;--:--;    157.000
2023-04-21;--:--;    149.000
2023-04-22;--:--;    141.000
2023-04-23;--:--;    136.000
2023-04-24;--:--;    131.000
2023-04-25;--:--;    130.000
2023-04-26;--:--;    146.000
2023-04-27;--:--;    171.000
2023-04-28;--:--;    145.000
2023-04-29;--:--;    125.000
2023-04-30;--:--;    110.000
2023-05-01;--:--;     99.100
2023-05-02;--:--;     96.300
2023-05-03;--:--;     91.300
2023-05-04;--:--;     87.500
2023-05-05;--:--;     85.400
2023-05-06;--:--;     85.100
2023-05-07;--:--;     92.100
2023-05-08;--:--;     90.000
2023-05-09;--:--;     84.800
2023-05-10;--:--;     82.500
2023-05-11;--:--;     80.100
2023-05-12;--:--;     78.300
2023-05-13;--:--;     75.800
2023-05-14;--:--;     74.100
2023-05-15;--:--;     72.800
2023-05-16;--:--;     75.500
2023-05-17;--:--;     75.500
2023-05-18;--:--;    111.000
2023-05-19;--:--;    143.000
2023-05-20;--:--;    135.000
2023-05-21;--:--;    126.000
2023-05-22;--:--;    108.000
2023-05-23;--:--;     93.100
2023-05-24;--:--;     84.600
2023-05-25;--:--;     81.600
2023-05-26;--:--;     84.800
2023-05-27;--:--;     92.600
2023-05-28;--:--;     76.300
2023-05-29;--:--;     69.000
2023-05-30;--:--;     63.600
2023-05-31;--:--;     59.100
2023-06-01;--:--;     55.500
2023-06-02;--:--;     53.100
2023-06-03;--:--;     50.900
2023-06-04;--:--;     48.800
2023-06-05;--:--;     44.300
2023-06-06;--:--;     41.400
2023-06-07;--:--;     42.500
2023-06-08;--:--;     45.100
2023-06-09;--:--;     53.200
2023-06-10;--:--;     55.300
2023-06-11;--:--;     59.200
2023-06-12;--:--;     68.500
2023-06-13;--:--;     70.900
2023-06-14;--:--;     90.000
2023-06-15;--:--;     99.800
2023-06-16;--:--;    113.000
2023-06-17;--:--;    107.000
2023-06-18;--:--;    116.000
2023-06-19;--:--;    115.000
2023-06-20;--:--;    107.000
2023-06-21;--:--;     92.500
2023-06-22;--:--;     80.500
2023-06-23;--:--;     73.600
2023-06-24;--:--;     88.000
2023-06-25;--:--;    138.000
2023-06-26;--:--;    128.000
2023-06-27;--:--;    104.000
2023-06-28;--:--;    102.000
2023-06-29;--:--;    102.000
2023-06-30;--:--;     97.500
2023-07-01;--:--;     93.100
2023-07-02;--:--;     80.300
2023-07-03;--:--;     76.500
2023-07-04;--:--;     76.500
2023-07-05;--:--;     71.200
2023-07-06;--:--;     61.000
2023-07-07;--:--;     54.600
2023-07-08;--:--;     50.900
2023-07-09;--:--;     45.800
2023-07-10;--:--;     41.000
2023-07-11;--:--;     39.700
2023-07-12;--:--;     38.000
2023-07-13;--:--;     37.500
2023-07-14;--:--;     45.000
2023-07-15;--:--;     65.700
2023-07-16;--:--;     54.100
2023-07-17;--:--;     48.300
2023-07-18;--:--;     47.800
2023-07-19;--:--;     48.700
2023-07-20;--:--;     49.100
2023-07-21;--:--;     50.700
2023-07-22;--:--;     49.900
2023-07-23;--:--;     46.600
2023-07-24;--:--;     42.500
2023-07-25;--:--;     46.100
2023-07-26;--:--;     71.000
2023-07-27;--:--;     74.100
2023-07-28;--:--;     93.000
2023-07-29;--:--;     82.400
2023-07-30;--:--;     71.000
2023-07-31;--:--;     63.300
2023-08-01;--:--;     59.300
2023-08-02;--:--;     57.100
2023-08-03;--:--;     57.900
2023-08-04;--:--;     59.900
2023-08-05;--:--;     58.800
2023-08-06;--:--;     73.600
2023-08-07;--:--;     86.100
2023-08-08;--:--;     79.400
2023-08-09;--:--;     86.600
2023-08-10;--:--;    110.000
2023-08-11;--:--;     98.100
2023-08-12;--:--;     87.000
2023-08-13;--:--;     81.800
