River: BUG
Station: KRYLOW
Country: PL
Latitude (DD):       50.67739
Longitude (DD):      24.06277
Catchment area (km²):      7147.22
Altitude (m ASL):        -999.00

2023-01-01;--:--;     65.200
2023-01-02;--:--;     67.000
2023-01-03;--:--;     68.500
2023-01-04;--:--;     70.100
2023-01-05;--:--;     71.100
2023-01-06;--:--;     70.700
2023-01-07;--:--;     69.400
2023-01-08;--:--;     68.100
2023-01-09;--:--;     66.800
2023-01-10;--:--;     65.600
2023-01-11;--:--;     64.400
2023-01-12;--:--;     62.900
2023-01-13;--:--;     61.600
2023-01-14;--:--;     59.700
2023-01-15;--:--;     57.600
2023-01-16;--:--;     56.100
2023-01-17;--:--;     55.000
2023-01-18;--:--;     54.100
2023-01-19;--:--;     53.600
2023-01-20;--:--;     53.300
2023-01-21;--:--;     53.600
2023-01-22;--:--;     54.000
2023-01-23;--:--;     55.000
2023-01-24;--:--;     56.200
2023-01-25;--:--;     57.300
2023-01-26;--:--;     58.600
2023-01-27;--:--;     60.400
2023-01-28;--:--;     61.900
2023-01-29;--:--;     63.100
2023-01-30;--:--;     64.100
2023-01-31;--:--;     64.700
2023-02-01;--:--;     65.100
2023-02-02;--:--;     65.200
2023-02-03;--:--;     65.500
2023-02-04;--:--;     65.300
2023-02-05;--:--;     64.400
2023-02-06;--:--;     63.000
2023-02-07;--:--;     59.700
2023-02-08;--:--;     55.800
2023-02-09;--:--;     52.900
2023-02-10;--:--;     51.100
2023-02-11;--:--;     50.600
2023-02-12;--:--;     50.300
2023-02-13;--:--;     49.500
2023-02-14;--:--;     48.500
2023-02-15;--:--;     47.500
2023-02-16;--:--;     46.500
2023-02-17;--:--;     46.000
2023-02-18;--:--;     45.900
2023-02-19;--:--;     46.300
2023-02-20;--:--;     46.700
2023-02-21;--:--;     47.300
2023-02-22;--:--;     47.900
2023-02-23;--:--;     49.100
2023-02-24;--:--;     50.300
2023-02-25;--:--;     51.300
2023-02-26;--:--;     52.100
2023-02-27;--:--;     52.800
2023-02-28;--:--;     53.800
2023-03-01;--:--;     54.800
2023-03-02;--:--;     55.500
2023-03-03;--:--;     56.300
2023-03-04;--:--;     57.000
2023-03-05;--:--;     57.200
2023-03-06;--:--;     57.100
2023-03-07;--:--;     56.600
2023-03-08;--:--;     55.700
2023-03-09;--:--;     53.300
2023-03-10;--:--;     50.300
2023-03-11;--:--;     48.700
2023-03-12;--:--;     48.200
2023-03-13;--:--;     48.100
2023-03-14;--:--;     47.600
2023-03-15;--:--;     47.200
2023-03-16;--:--;     49.000
2023-03-17;--:--;     50.500
2023-03-18;--:--;     51.100
2023-03-19;--:--;     51.400
2023-03-20;--:--;     51.600
2023-03-21;--:--;     51.700
2023-03-22;--:--;     51.700
2023-03-23;--:--;     51.500
2023-03-24;--:--;     51.000
2023-03-25;--:--;     50.600
2023-03-26;--:--;     50.100
2023-03-27;--:--;     49.900
2023-03-28;--:--;     50.200
2023-03-29;--:--;     51.000
2023-03-30;--:--;     52.200
2023-03-31;--:--;     53.700
2023-04-01;--:--;     55.900
2023-04-02;--:--;     58.500
2023-04-03;--:--;     61.100
2023-04-04;--:--;     63.900
2023-04-05;--:--;     66.700
2023-04-06;--:--;     69.100
2023-04-07;--:--;     72.000
2023-04-08;--:--;     74.900
2023-04-09;--:--;     77.000
2023-04-10;--:--;     78.600
2023-04-11;--:--;     80.000
2023-04-12;--:--;     82.400
2023-04-13;--:--;     85.700
2023-04-14;--:--;     88.600
2023-04-15;--:--;     91.600
2023-04-16;--:--;     93.800
2023-04-17;--:--;     96.500
2023-04-18;--:--;     98.400
2023-04-19;--:--;     99.300
2023-04-20;--:--;     98.500
2023-04-21;--:--;     97.400
2023-04-22;--:--;     96.500
2023-04-23;--:--;     94.500
2023-04-24;--:--;     91.100
2023-04-25;--:--;     86.600
2023-04-26;--:--;     82.200
2023-04-27;--:--;     78.900
2023-04-28;--:--;     76.300
2023-04-29;--:--;     74.400
2023-04-30;--:--;     73.100
2023-05-01;--:--;     72.000
2023-05-02;--:--;     70.900
2023-05-03;--:--;     69.600
2023-05-04;--:--;     66.600
2023-05-05;--:--;     62.000
2023-05-06;--:--;     58.900
2023-05-07;--:--;     56.500
2023-05-08;--:--;     54.700
2023-05-09;--:--;     53.300
2023-05-10;--:--;     51.800
2023-05-11;--:--;     50.100
2023-05-12;--:--;     48.000
2023-05-13;--:--;     45.700
2023-05-14;--:--;     43.300
2023-05-15;--:--;     40.500
2023-05-16;--:--;     31.100
2023-05-17;--:--;     23.500
2023-05-18;--:--;     26.500
2023-05-19;--:--;     28.800
2023-05-20;--:--;     29.000
2023-05-21;--:--;     28.700
2023-05-22;--:--;     28.200
2023-05-23;--:--;     27.900
2023-05-24;--:--;     27.800
2023-05-25;--:--;     27.200
2023-05-26;--:--;     26.400
2023-05-27;--:--;     26.200
2023-05-28;--:--;     26.400
2023-05-29;--:--;     26.200
2023-05-30;--:--;     25.700
2023-05-31;--:--;     25.400
2023-06-01;--:--;     25.000
2023-06-02;--:--;     24.300
2023-06-03;--:--;     19.300
2023-06-04;--:--;     14.800
2023-06-05;--:--;     14.200
2023-06-06;--:--;     14.500
2023-06-07;--:--;     14.900
2023-06-08;--:--;     19.400
2023-06-09;--:--;     20.700
2023-06-10;--:--;     14.100
2023-06-11;--:--;      7.810
2023-06-12;--:--;      8.110
